Campus,Semester,Course,Feedback_good,Feedback_bad,Feedback_extra
Aalborg,5,Agil Software Engineering,Høj energi fra fredags Carsten.  Kompakte håndtegnede slides.  Det går pissegodt selv om det er online.  Det er bare Carsten som person.  Start forelæsninger var meget relevante for semester project.,"Carstens internet forbindelse, måske noget fiber vil hjælpe.  Undervisningen virker som om det bliver taget på rutinen.  Break-out rooms er noget skrammel når man sidder og ser  undervisning i gruppe rummet.  Ærgeligt at forelæsning ikke bliver optaget, længere.","Underviser skal gerne holde sig til et sprog igennem undervisningen.  Vi har hjælpelærer, det viste vi ikke!?"
Aalborg,5,Beregnelighed og kompleksitet (valgfag),Har vi ikke!,Har vi ikke!,Har vi ikke!
Aalborg,5,Databasesystemer,"Klikker er en god ide, det ville være bedre hvis online også kunne deltage, evt hjemmeside til det.  Efterfølgende Quiz'er virker godt, men det ville være bedre hvis de OGSÅ kan bruges til at repetere pensum.  Christian og Katja får ikke en til at lyde som en idiot hvis man forsøger at svare på deres spørgsmål til undervisning.","Lyt til de studerende i stedet for at køre egen agenda, vi bliver anset som elever i stedet for at være studerende, vi har intet at skulle have sagt.  Det virker ikke at forelæser forsøger at stå at pege på en præsentation, det kan ikke ses a hverken online eller fysisk publikum, brug laserpen, enten i PowerPoint eller fysisk.  Ærgeligt at forelæsning ikke bliver optaget.","Ensartede Powerpoint præsentationer vil være rart, brug samme tema."
Aalborg,5,Maskinintelligens,Nicolai er en god hjælpelærer.  Forelæser er god.  Opgaverne er relevante og gør brug af undervisningen.  Forelæser er god til at spørge om spørgsmål.  Forelæser virker godt foreberedt til undervisning.  Det virker godt med laserpointer.  Det er godt med extended exercises.  Forelæsninger bliver optaget.,Simon virker ikke kvalificeret til at være hjælpelærer i Maskinintelligens.,
Aalborg,5,Software Engineering,Har vi ikke!,Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!Har vi ikke!,Har vi ikke!
Aalborg,5,Tidstro software (valgfag),Har vi ikke!,Har vi ikke!,Har vi ikke!
Aalborg,5,Project,Projektemnet er spændende.  Vejleder gør en stor indsats.,"Valgfag giver ingen mening at vælge (front/back end) da man alligevel skal vælge det i gruppen efter.  Omrokering af clusters tog for lang tid og skulle ikke have fundet sted (hold sig til standpunkt at clusters ikke kan skiftes).  Sørg for at alle er i en gruppe før projektet starter.  Projektkoordinator er ikke involveret i projektet, ikke nok med kontakt til en gruppe.  En gruppe skal ikke have alt ansvaret for at kommunikere med koordinator.  Information omkring projekt givet alt for sent, omkring 1 måned forsent i forhold til AAU's egen deadlines.  Information bliver ikke videregivet.",Hvad skete der med Nordjyske kontaktperson (extern stakeholder for Knox projekt)?  Anbefal at der bliver lavet super-korte møder (5-min) for at dele information.
Aalborg,5,Semester,Kurser passer godt ind med projekt.,,
Aalborg,5,Studiemiljø,Mange gode tavler i grupperum.,"Stolende på FRB 7G er ikke særligt gode at sidde på i længden.  Obligatorisk brug af sprit servietter som ikke må bruges uden handsker, ingen handsker vedlagt :(  Mangler adgang til Koldvand på FRB 7G.",
Aalborg,7,Grundlæggende programmering,"Flipped classrooms er et fint koncept og det fungerede okay, det kunne godt blive bedre ved, at Martin altid var til stede og ikke alt tiden bruges til gennemgang af cs50 videoen, yderligere føles to timer som meget begrænset tid at få hjælp i 10:15-14:00 ville fungere bedre.     CS50 er fyldt med noget virkelig godt materiale og information, som er nemt tilgængeligt imens videoerne tillader dig nemt at gå tilbage i tilfælde af, at der er noget man har glemt m.m.    Python er meget sjovere end C.","Vi kunne godt have startet tidligere i semesteret med dette kursus, da oktober har været meget presset ift. skemaet. Når information & organisation samt gruppearbejde skulle laves i samme tidsramme. Desuden, var der nogle uger hvor opgaverne blev eksponentielt sværere hvor man godt kunne have brugt en uge i mellem ligesom CS50 gjorde, hvor det var fra et ""week to week"" basis mht. opgaverne osv.","Hvis Dimitrios laver opgaverne, ville det være nice at se hans kode og løsning. Hvis der var ekstra tid til flipped classrooms kunne det også være nice hvis han kort gennemgik hvordan hans tilgang til problemet var og hvordan han løste det."
Aalborg,7,Information og organisering,"Materialet var fint, at det kun er en bog man skal forholde sig til er rart.     Sirle virker rar og dygtig i hendes faglighed","1. Manglende struktur - vi bliver bedt om, at lave en fremlæggelse midt i en forelæsning som vi får en halv time til at skal lave og fremlægge i samme forelæsning. Det virker som en folkeskole tilgang, abstraktions niveauet var utroligt lavt og det endte med at være udelukkende redegørende. Bedre planlagt fremlæggelser ville give bedre kvalitets fremlæggelser og et bedre produkt. Det kunne eventuelt komme i form af reelle cases som vi kunne arbejde på, hvor vi samtidig fik brugt nogle af de termer og koncepter som vi har læst om i dagens materiale/kapitler.   2. Fra forelæsning til forelæsning, blev der introduceret et hav af nye termer og koncepter, fordi der kommer så utroligt mange af dem når man aldrig at få en relation til dem, hvordan de fungerer og hvilken praktisk anvendelse de har - det kommer aldrig ind under huden. Især når folk generelt i klassen ikke har en ""business baggrund"" men derimod har en humanisktisk/samfundsvidenskab.  3. Forelæsningerne føles rigtig meget som redegørelse, Sirle virkede til blot at læse op af kapitlerne/slides det blev meget monotont. Engager de studerende ved at give dem cases hvor de kan bruge de termer og koncepter de har læst om til den givet forelæsning.   4. Manglede overordnet mening og forståelse med hvad kursuset skulle bruges til - virker som om det passer bedre til et senere semester.",
Aalborg,7,Project,"Det er godt på 1. semester, at i bestemmer grupperne, så vi bliver rystet sammen på studiet.","Requirements kunne godt have brugt en uddybelse og bedre introduktion, da det er ret essentielt til projektet men størstedelen af studiet har ikke arbejdet med det før.     Algortime baseret gruppe-sammensætning gjorde, at man kom sammen med folk fra samme studie, hvis intentionen var at parre folk udfra interesser mislykkedes det.","Man kunne eventuelt godt have lagt programmerings eksamen og projekt eksamen sammen, så programmerings spørgsmålene kom under den eksamen, da programmerings eksamen har været meget guidet imod at hjælpe os i projektet."
Aalborg,7,Semester,Dimitrios er sjov,"Planlæggelsen af de forskellige kursur kunne godt have været bedre - Slut oktober og November har været meget intens da IP, IO og projekt arbejde har lagt oven i hinanden. Hvilket førte til, at man ned priorterede et af fagene såsom IO, da den generelle konsensus var at IP og projekt arbejde var mere essentielt.",
Aalborg,7,Studiemiljø,Det er fedt at vi har vores eget studio som vi nu har begyndt at anvende mere,"Bedre internet, vi er tit tvunget til at bruge hotspots fra vores smartphones fordi nettet er så langsomt.",I er nice
Aalborg,7,Grundlæggende programmering,Kunne godt lide at forelæsningerne var 'pre-recorded' / flipped.,"Ville dog ønske at programmeringskurset var integreret i projektet i stedet for at vi skal eksamineres særskilt i programmering. I forhold til at det er et 5 ECTS kursus, føles arbejdsbyrden som et 10 ECTS kursus.    Det har føltes som om vi har skyndt os igennem programmeringskurset, hvilket har gjort at man har haft lettere ved at blive stresset for at kunne følge med, specielt også da projektskrivningen og IO kurset begyndte oveni.",
Aalborg,7,Information og organisering,"Dejligt med et mere teoretisk fag ved siden af de andre kurser!    Spændende at tilføje et fag som økonomi sammen med IT. Dog er det ekstremt overfladisk. Det kunne være rart i stedet at fokusere på enkelte emner, man arbejder i dybden med, i stedet for at vide alt overfladisk.","Det er en skam at vi så sent fik tildelt underviser i kurset. Timingen af kurset lå efter min mening ret sent.    Undervisningen er generelt forhastet. Vi når desværre langt fra det vi er blevet bedt om at forberede til hver gang. Tit og ofte ender det med at vi må indhente det forsømte til næste forelæsning.    At forvente, at man til tider skal kunne nå at læse tre kapitler oveni alt det andet vi skal nå at forberede til andre fag, samt projektskrivning, er måske nok lige ambitiøst nok. Så skær ned på indholdet evt.",
Aalborg,7,Project,Godt at grupperne bliver lavet for os!    Gruppedannelsesprocessen fungerede ret godt,"Midterm seminar var for mit vedkommende lidt for fluffy. Det havde været rart hvis hver gruppe havde en opponentgruppe at forholde sig til, særligt ift. at vi skulle give ret specifik feedback",
Aalborg,7,Semester,,"Eksamensdatoerne må gerne offentliggøres noget før generelt. At begrunde med at de respektive undervisere gerne vil have at der skal være fokus på kurset/kurserne fremfor en eksamensdato er ikke holdbar. Jo før jo bedre.    Generelt mangler der bare eksamensinformation, såsom hvordan eksamen kommer til at foregå, andet end bare mundtlig eller skriftlig. Giv nogle eksempler til hvordan den evt. ser ud eller kommer til at foregå.","Arbejdsbelastningen har været været for stor, i den sammenhæng at det har været for presset. Havde byrden været spredt bedre ud over semesteret, så havde det sikkert været mindre belastende, end at vi skulle det hele på én gang."
Aalborg,7,Studiemiljø,"Dejligt at vi (iDA) har vores eget studio som er ""vores"".  Og lækkert vi endelig har fået både knagerrækker, forlængerledninger og skraldespande.","Elendigt internet i iDA Studio. Det forsinker og forstyrrer en del at nettet så ofte er nede. Det kunne være fedt med en ekstra router eller andet der kan styrke nettet i rummet.    Rummet (iDA studio) er desværre L-formet, hvilket gør at underviser kun kan stå et sted, for at vi alle kan deltage. Men opsætningen af skærm og tavle er langt fra optimal, for den ene side af lokalet kan knap se skærmen, og hvis de kan, så kan de ikke se tavlen.","Afspritningen når vi forlader en plads eller lokalet (iDA studio) generelt, har været mangelfuld. Ved godt det er vores eget ansvar, men måske I kunne gøre noget mere for at sikre at det bliver gjort. Notifikationer hængende rundt i lokalet, at underviser pointerer det hver gang (desværre), gøre spandende med klude mere synlige osv. af andre gode ideer."
Aalborg,7,Grundlæggende programmering,CS50 med opfølgende forelæsninger fungerede godt.  Godt med mulighed for at stille spørgsmål,"Kunne være godt, hvis vi havde en gennemgang af opgaverne fra CS50.",
Aalborg,7,Information og organisering,Gruppearbejdet fungerede godt.  E-lectures var gode. Antallet var passende.  God brug af video materiale på Moodle.,Færre koncepter og mere detaljeret gennemgang.  Flere cases.  Mere interaktiv undervisning. Blev lidt for meget monolog fra forelæser,
Aalborg,7,Problem Based Learning,"At fokusere på et tema, som man kunne forbedre sig i, var godt.",Pointen med kurset er ikke helt klart.  Gruppearbejde kunne godt have haft allokeret mere tid.  Store mellemrum mellem forelæsninger er lidt ærgerligt og ikke så hensigtmæssigt.  Mere gruppearbejde og interaktion i undervisningen.,
Aalborg,7,Project,"Det var godt med et prædefineret tema.  Fint nok med tilfældige grupper, da man kommer til at arbejde sammen med nye mennesker.","Der burde være en større sammenhæng mellem IP, IO og projektet.  Mindre godt, at vi ikke har noget viden om systemudvikling og implementering. Processen i forhold til at lave specifikationer er blevet gjort lidt i blinde.",
Aalborg,7,Semester,"Statusseminar var som udgangspunkt godt, men det kunne være rart med en opponentgruppe, hvor man læser hinandens tekst. Hermed kan der gives bedre feedback.","For meget tid til P0 betyder, at vi ikke har nok tid til P7.  Deadline for aflevering af P0 blev meldt ALT for sent ud.  Der har været administrative problemer på semestret herunder:  Sen offentliggørelse af litteratur  Sen udmelding af eksamensdatoer  Uklar kommunikation ift. krav for P0.  Nettet er ikke AAU og Cassiopeia værdigt. fix det, please.",
Aalborg,7,Studiemiljø,ALT ER IDA STUDIO  Lokalet er godt.   Fedt med TV man kan flytte rundt og bruge.  Godt med tavler.  Godt med mange forlængerledninger.,"ALT ER IDA STUDIO  Bedre puder til stolene. Vi får ondt i røven.  Lokalets form er ikke optimal.   Borde er meget lave, og det kan være svært at have plads til benene.  Begrænset bordplads.",
Aalborg,9,IT-ret,Kursusholderne var meget forberedte og entusiastiske og kunne relatere til mange af de teknsiske ting.,"Pauserne kunne variere fra for korte, til for lange. Måske hold en fast længde pause.    Kursusholderne kunne informere at arbejdsfordelingen ligger for det meste i lesning og forlæsning. Dette var ikke helt klart fra start af.","Måske ikke super klart at eksamen var først i december. Vi var informeret om det til første forlæsning, men det blev ikke fattet før synopse-casen næsten var udfgivet."
Aalborg,9,Specialiseringskursus i semantik og verifikation,Hyggeligt at vi er så få. Vi får meget induviduel hjælp. Som at gå i folkseskole. Lærerne er meget engagerede og som regel er forlæsningerne meget hyggelige. Super interesant at lære mere bredt end specifict. Suppleres godt til projektet som er krever meget specific viden.,"Nogle kursusholdere var måske en tand for nervøse. Andre har været lidt for uforberedte. Dog, som regel har det været højt niveau",Super at folk der ikke har havt modelering og verifications fagene stadig kan følge med
Aalborg,9,Project,Super vejledere. Meget engagerede. Man kan virkele merke at de er interesserede i det vi laver.    Gruppen fungerer også fint. Vi er nu vandt til at arbejde sammen. De problemer der opstår fanger vi hurtigt. Preget af at være research kan det gå op og ned ad bakke hurtigt. Vi er bedre til at holde motivationen oppe.,,Det stod os uklart hvorfor flere grupper ikke mådte arbejde på det samme emne.
Aalborg,9,Semester,Det er 9 semester. Vi ved nu hvordan klaveret spiller.,"Grupperum er ikke perfekt. Når alle møder, så er vi er 13 mennesker i et grupperum. Dette ses dårligt, da går man ned ad gangen, så står mange grupperum tomme.",
Aalborg,9,Studiemiljø,Lekkert at vi er så få at vi ikke behøves at tænke på covid grupper.,"Der larmer, mildt sagt, af helvede til på cassio. Selv under forlæsninger var man ikke fri fra hammer, sav, og andre maskiner.    Grundet covid situationen er underviersitets forløb reduceret til noget der ligner et online forløb.",
Aalborg,7,Distributed Systems,The course contains practical representations for the theory that makes it easier to comprehend and retain the knowledge.,"Given the corona-setting, there is some deviance from the other courses introducing more variables into the learning process than what seems necessary, like figuring out attendance model, online vs. physical, and the opportunities that arise from people with symptoms of corona unable to physically attend.     It was furthermore a larger course but not enough to warrant hybrid lecturing. As such, with no formal process set up, it resulted in some problems in organising in clusters in auditoriums as later arrivals would have a hard time finding an available zone not yet taken by another cluster",
Aalborg,7,Machine Intelligence,Exercise sessions worked well. At least one student assistant was helpful and knowledgeable.  The publicly available book to follow alongside the course is easy to read.,One cannot bring online version of a book to the exams (that is already digitized). That feels like a waste of resources and paper. Some student assistants were not very helpful.  The hybrid system of attending the course (due to Corona) has negatively affected the ability to form routines within the course and actively get help during the exercise sessions. It feels like going full online lectures (like in the case of Programming Paradigms) would be much more beneficial in terms of logistics.,
Aalborg,7,Problem Based Learning,Loose lecture format worked well with the teacher answering student's questions and providing further explanation on unclear topics,,
Aalborg,7,Programming Paradigms,"Online lecture format via MS Teams and group channels worked very well and has proven itself useful with student assistants providing constant oversight of group work through aforementioned online rooms. When help was needed, it was easy to post a question in the general channel to get the guidance.",It feels like the course is vastly about just functional programming with little to no regard of other paradigms.  Mini projects would feel more meaningful if the exams had been based on them.   We would like to see less isolated knowledge in favour of getting to know how to work with multi-paradigm languages?,
Aalborg,7,Selected Topics in Database Research and Practice,Mini project helped us to apply and understand the concepts from the lectures. It's best to have a small mini project for the other topics as well (if time permits).  Exercise classes are really helpful but it would be better to have a detailed answer sheet for the exercises so we can compare our answers and find out what we missed/misunderstood. Since we have limited time with teaching assistant/lecturer it's not possible to ask and discuss the entire exercise sheet.    The feedback for the mini project was useful.,,
Aalborg,7,Selected Topics in HCI,the student assistants had been very helpful with formulating the project.  Active student participation in the lecture is a huge plus.  Fusion of talking about both high level concepts and details of certain topics. The selection of papers to read before the lecture is really nice as they are very insightful without being too straining to read. The slides are on point too.,"It would be nice to have it in either hybrid or online only mode. Given the circumstances, not everyone is comfortable / able to attend physical lectures.",
Aalborg,7,Project,,the objective of the project is very much not clear. The project proposal was ambiguous. A bit more guidance in terms of project direction at the start would be beneficial.   The team size of 6-7 people is way too big for such project. It's a nightmare to manage such a big team if each participant is also obliged to fulfill study goals and actively work on the project.,
Aalborg,7,Semester,organization of PP course has been good so far. The teaching assistants helping with questions are a positive addition to the course.,The handling of Corona situation could be improved. Hybrid mode doesn't work especially for the people participating online. They often are omitted in guidance.  The clustering system (and color coded wrist bands) did not work at all. People would mix up anyway.,
Aalborg,7,Studiemiljø,,"There is only 1 hand sanitizer around the group rooms (NOVI9). The group rooms were too big and therefore shared between many groups, which introduced a lot of noise and chatter. Instead a bookable rooms system would feel better and easier to work in.",
Aalborg,7,Distributed Systems,Forelæsningerne indeholder relevant og opdateret materiale.,"Litteraturen er noget outdatet (hvilket underviserne også har gjort os opmærksom på). Det er desværre også lidt udfordrende at forstå hvad den ene underviser siger, da han taler med en kraftig accent og en lidt speciel trykfordeling.",
Aalborg,7,Machine Intelligence,"God forelæser, og øvelsestimerne fungerer godt med gode opgaver og god mulighed for hjælp fra undervisere/hjælpelærere","WEKA-softwaren er ikke særlig god, og det ville være endnu bedre hvis vi eksempelvis skulle løse opgaverne i scikit-learn eller lignende, for at få den hands-on erfaring, der er nødvendig på området.",
Aalborg,7,Problem Based Learning,The presentations cover PBL very well,"As (probably) few of my colleagues pointed out, being a student from UCN, we are already very familiar with the concept and yet are forced to attend the course",
Aalborg,7,Programming Paradigms,"Højt fagligt niveau, og meget lærerigt kursus. Forberedelsesmaterialet er meget godt.","Arbejdsbyrden er helt enorm, så kurset er meget overvældende og intenst. Det er udfordrende for dem med BAIT og UCN baggrund",
Aalborg,7,Selected Topics in HCI,The sHCI courses very nicely covered the topic of crowdsourcing with a lot of variation between sessions,Perhaps better relate the given literature with the course,
Aalborg,7,Project,"Projektemnerne var interessante og udfordrende, og der var emner til ""enhver smag"".","Den tilfældige gruppedannelse i starten af semestret var ikke tilfredsstillende, da det er meget svært at komme til at arbejde sammen med nogen, som man allerede har gode erfaringer med",
Aalborg,7,Semester,"Spændende kurser, generelt højt fagligt niveau",,
Aalborg,7,Studiemiljø,Godt med grupperum. Forholdene i NOVI er gode.,"Meget svært at få en nogenlunde frokost, da kantinen var meget uforudsigelig. Det er selvfølgelig grundet COVID, men restriktioner eller ej, så skal studerende have mulighed for at købe frokost.",
Aalborg,7,Distributed Systems,Undervisning ved brug af tavlen har fungeret godt når algoritmer gennemgåes.,Der kunne godt være mere brug af tavlen til supplerende forklaring vha illustrering af f.eks algoritmer.  Det har kun været muligt at følge undervisningen online i den sidste del af perioden. Dette har været et problem en enkelt gang da et gruppemedlem ikke kunne møde op grundet forsinket Corona-test svar.,
Aalborg,7,Machine Intelligence,Det har fungeret rigtig godt at undervisningen er blevet optaget. Dette kan hjælpe til at man kan gense tidligere lektioner eller spole tilbage og genhøre en sektion.  Extended exercises med hjælp fra studerende har også fungeret utrolig godt.,,
Aalborg,7,Problem Based Learning,Undervisningen er en passende veksling mellem lektion og praktiske opgaver.,Det har været lidt forvirende hvad der forventes i forhold til hvad der skal afleveres og om/hvordan det vurderes.  Måske kunne man forklare præcis hvad resultatet af workshoppen skal blive.,
Aalborg,7,Programming Paradigms,"Der er en god kombination af video og tekst materiale. Dette hjælper til at få læring om et emne fra flere kanaler.  Praktiske programmerings opgaver har også fungeret godt, og der har været fin mulighed for at hente hjælp fra studerende.  Miniprojekterne har været meget lærerige",Der er estimeret 16 timer til hvert miniprojekt men der har reelt kun været en fuld arbejdsdag allokeret.,
Aalborg,7,Project,Generelt meget relavante og virklighedsnære projekter. Der er en god sammenhæng i lært teori og det teori som skal bruges til en løsning for projektet. Nyt teori som skal bruges til projektet bygger generelt meget godt lært teori på semesteret.,,
Aalborg,7,Studiemiljø,"Håndsprit og spritklude er altid at finde, dette skaber en bedre tryghed i covid-tider.",Fælles grupperum kan til tider være larmende. Måske hvis det var muligt at booke et mødelokale til f.eks vejleder møder at støjniveauet kunne mindskes.,
Aalborg,7,Grundlæggende programmering,De flipped forelæsninger er et vildt godt koncept.,"Evt. få de studerende til at ""lave opgaverne"" før forelæsningen, så der kan komme flere spørgsmål/mere behov for hjælp, når forelæseren er der til at hjælpe.     En gennemgang af opgaveløsninger ville ikke være en dum ide, da det kan åbne øjene op for, hvordan opgaverne kan løses - så man får flere bud på løsninger til det pågældende problem.",
Aalborg,7,Information og organisering,"Den ene gang, hvor vi havde case-arbejde.",Meget teori tungt og fluffy.,"Mere hands-on arbejde - flere cases hvor vi kan bruge den viden, vi har tilegnet os, ved at læse til dagens forelæsning"
Aalborg,7,Project,"Projekt vedr. booking systemer fungerer utroligt godt, især fordi det hænger så meget sammen med de andre kurser, der er på det her semester.","Administrative grupper. Vi har haft administrative grupper på et projekt på det her semester - det ville være rart at kunne vælge sig, så det er muligt at vælge ud fra eget ambitionsniveau og engagement.",
Aalborg,7,Semester,Sammensætningen af kurser.,"mere forklaring af hvad kurset IO kan bruges til, og hvordan det hænger sammen med uddannelsen - udover at vores semesterprojekt skal omhandle et Management Information system - ellers skide godt kursus. Dog for teoritungt og for lidt plads/tid til diskussion ""på klassen""","Mere tid til programmering ""på klassen"" med en lærer, på de dage, hvor man har haft forelæsning vedr. programmering.    Jeg kunne godt tænke mig flere lange dage, fremfor kun at have 2 timer undervisning om dagen 4-5 dage om ugen. Det vil kunne skabe mere frirum til at forberede sig, da der kommer ny information hver dag, hvis det fortsætter med at være 4-5 dage om ugen. Det kan give frirum til at kunne sætte sig med eks. programmering dagen efter, at man har fået forklaret den pågældende syntaks til øvelsesopgaverne, eller tid til nogle flere case analyser i IO."
Aalborg,7,Studiemiljø,"Studio'et fungerer godt - det giver en lav-hierakisk følelse, hvor forelæseren ""kommer ned på de studerendes niveau"".",,
Aalborg,7,Dataintensive systemer (valgfag),Skiftet til fjern-undervisning forløb helt fint.Det ville have været endnu bedre hvis vi havde brugt Teams i stedet for zoom.,"Ingen af de pre-installerede programmer på de azure VM'er vi skulle bruge virkede. Måske i fremtiden så burde studerende bare selv installerer programmerne sådan at de også kunne lege med dem uden for den allokerede tid på VM'erne.    Mini-projekt krævede/antog viden omkring F-klubben som ikke alle havde, og som ikke blev givet af opgave-beskrivelsen heller. Det vil nok være en ide at bruge et mere almindeligt/universelt eksempel næste gang.",Forelæserne var fine.
Aalborg,7,Programmeringsparadigmer,"Mini-projekterne har været meget gode, især til at garantere at man kan bruge sprogene. Tror ikke der er noget der at fikse. (Feedback var rigtig godt også!)    Undervisningsformen var meget god.","Det virkede ikke særlig godt med at kun nogle mødte op, mens resten var på zoom. Det er vel nok også derfor vi stoppede med det. Problemer inkluderede: man kunne ikke høre hvad forelæseren sagde når de gik væk fra mikrofonen; det var svært at interagere med forelæserne hvis man ikke var i rummet;     Nogle mere specifikke opgaveformuleringer kunne være dejligt. De kunne være meget uklare.",Hans og Kurt er fantastiske forelæserer.
Aalborg,7,Test og verifikation (valgfag),Kahoot til sidst.    Lektioner var generelt rigtig gode og kom fint rundt om emner. En lille smule flere eksempler ville have været rart.    Gæsteforelæsningerne var meget spændende og virkelighedstro. De kom meget rundt om emnet.,"Opgaveformuleringer var næsten ueksisterende. Florian siger fint opgaverne til forelæsning, men beskrivelsen på Moodle har været for generel og stort set ubrugelig hvis man skulle finde ud af senere hvad opgaverne var.",Forelæseren var ellers udemærket.
Aalborg,7,Web Intelligence (valgfag),Hybrid undervisning i slutningen var ddejligt given covid. Self-studies var nice,"Forelæseren var en smule langsom, så forelæsninger sluttede ofte midt i et emne, og afsluttede det forelæsiningen efter, hvilket gjorde det forvirrende.",Forelæseren var udemærket.
Aalborg,7,Distribuerede systemer (valgfag),"Forelæsninger var generelt fine.    Opgaver var gode, men det tog lidt tid at finde ud af hvordan Elixir virkede, hvilket gjorde de første par opgave sessioner meget svære. Et lynkursus i Elixir kunne måske være nice, ud over at der bare bliver sagt ""læs dokumentationen"". På det tidspunkt vi havde første forelæsning, havde vi ikke haft PP endnu, så de færreste var kendt med funktionel programmering.    Fagets emne var rigtig spændende!","Michèle kom tit for sent til forelæsninger, og gik tit over tid. Meget fint ellers.    Nogle koncepter kunne godt bruge mere kobling til hvad de helt præcist bruges til, da det nogle gange kun blev forklaret meget kort.    Den sidste Q&A kunne have forløbet bedre. Den startede over en time efter den skulle have startet, og den var i ren tekst. Det kunne have været dejligt at kunne mødes i et auditorie, eller i et team-kald og snakket om det i stedet.",
Aalborg,7,Project,"Vores emne er virkelig nice, og vores vejleder er fantastisk.    Projektforeslagene var fede.","Vi kunne godt have fundet ud af de præcise detaljer en del tidligere. Vi har spildt en masse tid på ting der ikke skulle bruges eller blev ændret senere.    Gruppe-dannelsen kunne virkelig have brugt noget organisering. Folk forlod gruppedannelsen lang tid før der var nogen bekræftelse af grupperne, så der var masser af ikke-fuldtalige grupper.",Alt for meget ambition til for lidt tid er ikke god for den studerendes sjæl/sind/krop.
Aalborg,7,Semester,Projekt og valgfag har været meget sammenkoblet dette semester.,"Klynger blev generelt ikke brugt særlig meget efter de første par uger, så det føltes lidt ligegyldigt. Hvis de skal bruges så kunne det være en ide at lave faste områder i alle auditorier for hver klynge, frem for at vi selv skulle gøre alting.",Lidt flere forholdsregler ifht. Corona var savnet. At være lidt tidligere ude med maskekrav og lignende ville have været meget rart.
Aalborg,7,Studiemiljø,Grupperum er nice!,,
Aalborg,7,Dataintensive systemer (valgfag),"Der var facit til nogle af opgaverne, men det ville være smart at alle opg fik facit.    Det kunne være fedt at få kommentar på miniprojektet undervejes, gerne når vi afleverer det løbende.",,
Aalborg,7,Programmeringsparadigmer,Videoer som forbedrelse er rigtig godt.,"Bedre introduktion til at sætte systemer op, især haskell da dette var meget bøvlet.   Bedre argumentation for valg af emner, og sprog(perspektiv til usecases)",
Aalborg,7,Test og verifikation (valgfag),generelt fungerede det godt. Mere intro til mini projekt.,,
Aalborg,7,Web Intelligence (valgfag),"Fint med notebooks, men mangler opfølgning på dette.","fungerer dårligt at opgaver er en uge bagude, ville være bedre hvis det forlæsning--> opgaver på samme dag.",En formel samling kunne være rart.
Aalborg,7,Distribuerede systemer (valgfag),opgaver med elixir hvor underviseren havde lavet ting på forhånd så man sparer en masse indledende arbejde som gør man ikke når at lave det som egentlig er spændende.,Vi virker ikke til at have noget gennemgående tema i michele's del af kursuset. Emnerne virker ikke til at være sammenkoblet. Virker som et nyt emne hvert uge som ikke hænger sammen. Mangler gennemgang af hvad emnerne skal bruges til. Et miniprojekt kunne muligvis være meget godt at arbejde hen imod som man kan bruge de forskellige emner sammen med hinanden.,
Aalborg,7,Project,Fedt at man kan få rigtig meget hardware rimeligt nemt.  Gruppedannelse gik fint.  Vejleder er rigtig dygtig og hyggelig.,"Gennemgå studie ordning især afsnit omkring quality of service da dette er meget løst og det mangler en masse rammer, især da det ikke er en direkte del af undervisningen. Dette gør at emnet kan blive helt enormt og sluger en masse tid for nogle, mens at for andre bliver det nærmest en bitanke.    Setup af netværk er besværligt og det er rigtig træls at man ikke kan tilgå skolens serverer udenfor deres netværk specielt i covid tid.     Klynge systemet er lidt fjollet og meningsløse da man kan risikerer at ikke være i klynge med dem som man omgås med socialt inde og udenfor skolen.   Måske skulle klynger laves af de studerende selv eller sammen med de studerende.",
Aalborg,7,Semester,,Meget lidt sammenspil mellem kurserne og projektets emne. Der mangler mere fokus på internet.     Alle kurser burde have virtuelle muligheder fra start af hvis man ikke ville mødes og samles med alle de andre.     Klynge systemerne i undervisning lokalerne fungerer bare ikke da  hverken underviser eller de studerende går specielt meget på i det.     Bedre samlet info omkring corona. Det kom tit meget spredt i starten af semesteret.,Der mangler et web programmerings kursus før dette semester.
Aalborg,7,Studiemiljø,"ingen bemærkning med æstetiske miljø. Corona begrænser jo socialle ting, men det kan man ikke gøre så meget ved.   Fælles rum med mikroovn og kæleskab i NOVI9 er lækkert.",udluftning er stadig dårlig (1.118 i novi9),
Aalborg,7,Agil Software Engineering,"God forelæser, god energi.",Group rooms fungerede ikke.,
Aalborg,7,Designstudiemetoder,"God energisk forelæser, som altid er klart til at hjælpe.",Nogle gange var der meget få pauser og meget lange forelæsninger.,
Aalborg,7,Udvalgte emner inden for HCI (valgfag),"Gode forelæser, begge to.  Powerpoints var rigtig gode og nemme at følge med i.",,
Aalborg,7,Project,Vores vejleder var rigtig god - fedt at vi havde adgang til udstyr når vi skulle bygge.,Meget forvirrende i starten - uklarheder omkring hvad man skulle.,
Aalborg,7,Semester,"Fint,","Indholdet af kurset HCI ville passe godt på et semester, hvor man har mulighed for at implementere det i projektet.",
Aalborg,7,Studiemiljø,Dejligt vi har designstudiet hvor vi kan bygge og fylde lidt mere.,,
Aalborg,7,Dataintensive systemer (valgfag),Det er godt med facit til opgaverne(anden del af kurset),Manglende facit til opgaver(første del af kurset),
